,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
2200,5.16905648,0.12779270,0.12779270,0.18193520,40.05443483,4.12004170,0.17422453,0.17422453,0.25461382,67.40266919,6.80206258
2300,5.16913458,0.12645730,0.12645730,0.18071813,39.43960274,4.09220971,0.17363068,0.17363068,0.25470477,67.29022211,6.81320369
2400,5.17126995,0.12520859,0.12520859,0.17960839,38.84682339,4.06584820,0.17303736,0.17303736,0.25473607,67.16805185,6.82168978
2500,5.17298516,0.12405243,0.12405243,0.17856944,38.30780659,4.04128128,0.17236108,0.17236108,0.25454272,66.96230786,6.82271374
2600,5.17159116,0.12291619,0.12291619,0.17745692,37.78227927,4.01615535,0.17170225,0.17170225,0.25426348,66.76383439,6.82322955
2700,5.17121160,0.12188375,0.12188375,0.17644960,37.31398281,3.99362691,0.17111831,0.17111831,0.25404925,66.58927685,6.82446807
2800,5.17278440,0.12092309,0.12092309,0.17553886,36.87637840,3.97287725,0.17060068,0.17060068,0.25390804,66.43819059,6.82665155
2900,5.17396779,0.12001525,0.12001525,0.17467575,36.46007811,3.95275435,0.17008989,0.17008989,0.25372812,66.29160326,6.82768784
3000,5.17485122,0.11916678,0.11916678,0.17384883,36.07074437,3.93388654,0.16965158,0.16965158,0.25361597,66.16847068,6.83010003
3100,5.17670340,0.11838683,0.11838683,0.17309229,35.71739128,3.91696044,0.16924450,0.16924450,0.25350012,66.06710649,6.83317430
3200,5.17738672,0.11761676,0.11761676,0.17236594,35.35264602,3.89912235,0.16884756,0.16884756,0.25342956,65.93736488,6.83438775
3300,5.17681276,0.11690714,0.11690714,0.17165918,35.02881786,3.88290962,0.16848567,0.16848567,0.25335094,65.82913469,6.83653027
3400,5.17694291,0.11621678,0.11621678,0.17098172,34.71364735,3.86688978,0.16814985,0.16814985,0.25328920,65.73254941,6.83876428
3500,5.17653100,0.11556168,0.11556168,0.17033527,34.41563609,3.85173213,0.16780581,0.16780581,0.25318101,65.63549546,6.83995355
3600,5.17735171,0.11496610,0.11496610,0.16976929,34.15174554,3.83834885,0.16748239,0.16748239,0.25307803,65.54372909,6.84112471
3700,5.17851424,0.11438457,0.11438457,0.16919244,33.89449322,3.82475709,0.16714519,0.16714519,0.25292052,65.43738129,6.84062235
3800,5.17844245,0.11381347,0.11381347,0.16862582,33.63111414,3.81115449,0.16682027,0.16682027,0.25278729,65.32191805,6.83972894
3900,5.17725606,0.11326337,0.11326337,0.16806003,33.37862257,3.79806181,0.16651808,0.16651808,0.25264902,65.21869653,6.83939931
4000,5.17758676,0.11273885,0.11273885,0.16751850,33.13981965,3.78553977,0.16621949,0.16621949,0.25250090,65.11572443,6.83867220
4100,5.17754293,0.11223880,0.11223880,0.16700249,32.90797253,3.77352077,0.16595075,0.16595075,0.25238853,65.02337043,6.83856906
4200,5.17711680,0.11175817,0.11175817,0.16648544,32.68954306,3.76168703,0.16563930,0.16563930,0.25217817,64.89619915,6.83581054
4300,5.17892234,0.11132890,0.11132890,0.16606578,32.49898194,3.75189216,0.16537772,0.16537772,0.25205509,64.80273832,6.83470524
4400,5.17808788,0.11087246,0.11087246,0.16559928,32.28310650,3.74050900,0.16510411,0.16510411,0.25190742,64.68500111,6.83246659
4500,5.17732272,0.11044244,0.11044244,0.16514327,32.08368220,3.72977386,0.16483477,0.16483477,0.25173817,64.56882048,6.82991883
4600,5.17669143,0.11002663,0.11002663,0.16470178,31.89215155,3.71954210,0.16455999,0.16455999,0.25153784,64.45794269,6.82719275
4700,5.17759884,0.10965738,0.10965738,0.16433840,31.72322200,3.71063472,0.16431930,0.16431930,0.25139785,64.36361918,6.82529327
4800,5.17718572,0.10928009,0.10928009,0.16394912,31.54401506,3.70134087,0.16407877,0.16407877,0.25124580,64.26562488,6.82318664
4900,5.17773606,0.10892332,0.10892332,0.16358938,31.38326132,3.69268786,0.16387554,0.16387554,0.25115335,64.19072256,6.82227292
5000,5.17671422,0.10857276,0.10857276,0.16321965,31.22266077,3.68392379,0.16367193,0.16367193,0.25104016,64.10975450,6.82103818
5100,5.17666475,0.10906928,0.10906928,0.16379599,31.58673284,3.69354034,0.16410325,0.16410325,0.25146915,64.44834063,6.82870118
5200,5.17703609,0.10878914,0.10878914,0.16354685,31.45077084,3.68755385,0.16391083,0.16391083,0.25136759,64.37596236,6.82759573
5300,5.17717307,0.10849822,0.10849822,0.16326165,31.31182967,3.68098532,0.16372659,0.16372659,0.25126205,64.31353155,6.82686237
5400,5.17741643,0.10821054,0.10821054,0.16297676,31.18005163,3.67433641,0.16354256,0.16354256,0.25115653,64.24292137,6.82578440
5500,5.17770114,0.10792827,0.10792827,0.16268584,31.05183039,3.66781040,0.16337098,0.16337098,0.25105695,64.17846289,6.82510087
5600,5.17799985,0.10765685,0.10765685,0.16240791,30.92714387,3.66151193,0.16320058,0.16320058,0.25095106,64.11359116,6.82414933
5700,5.17801190,0.10738624,0.10738624,0.16213050,30.80220011,3.65506303,0.16304701,0.16304701,0.25086906,64.05822740,6.82390302
5800,5.17846128,0.10711306,0.10711306,0.16183997,30.67411085,3.64833419,0.16287489,0.16287489,0.25074544,63.99032255,6.82260154
5900,5.17820748,0.10684994,0.10684994,0.16156963,30.55431426,3.64180404,0.16272429,0.16272429,0.25066352,63.93399778,6.82191203
6000,5.17849538,0.10659456,0.10659456,0.16130788,30.43301170,3.63548147,0.16259088,0.16259088,0.25060223,63.88404489,6.82188080
6100,5.17808360,0.10634055,0.10634055,0.16102939,30.31918559,3.62911938,0.16243895,0.16243895,0.25049760,63.82612061,6.82090672
6200,5.17822416,0.10610351,0.10610351,0.16077868,30.20772617,3.62309665,0.16229485,0.16229485,0.25041665,63.76144326,6.81958491
6300,5.17872792,0.10587049,0.10587049,0.16053661,30.10261693,3.61724739,0.16215054,0.16215054,0.25032781,63.69943269,6.81817415
6400,5.17885496,0.10564662,0.10564662,0.16030352,29.99928714,3.61180010,0.16202397,0.16202397,0.25025531,63.65149997,6.81768229
6500,5.17846523,0.10543129,0.10543129,0.16008148,29.90121865,3.60650365,0.16190685,0.16190685,0.25020472,63.60643374,6.81729879
6600,5.17862505,0.10521266,0.10521266,0.15984913,29.79939052,3.60096789,0.16180544,0.16180544,0.25016492,63.57457486,6.81777340
6700,5.17943351,0.10500296,0.10500296,0.15961775,29.70582101,3.59579268,0.16170954,0.16170954,0.25012440,63.54787071,6.81848551
6800,5.17965547,0.10480138,0.10480138,0.15940246,29.61670421,3.59058348,0.16161393,0.16161393,0.25009779,63.50970966,6.81856671
6900,5.17948064,0.10458634,0.10458634,0.15916733,29.51520409,3.58492019,0.16151465,0.16151465,0.25006170,63.46313197,6.81839624
7000,5.17946316,0.10439041,0.10439041,0.15894683,29.42909908,3.58013413,0.16141517,0.16141517,0.24999740,63.43147915,6.81851186
7100,5.17871313,0.10418157,0.10418157,0.15871567,29.33097477,3.57455819,0.16131645,0.16131645,0.24994236,63.39575089,6.81855341
7200,5.17953063,0.10400345,0.10400345,0.15853897,29.25216676,3.57028583,0.16122499,0.16122499,0.24990377,63.36375183,6.81845736
7300,5.17944451,0.10521689,0.10521689,0.15958630,29.69692930,3.59051482,0.16214991,0.16214991,0.25028006,63.57706892,6.81981878
7400,5.17890655,0.10509735,0.10509735,0.15950260,29.63650344,3.58883441,0.16204516,0.16204516,0.25022411,63.53676377,6.81937872
7500,5.17858419,0.10496156,0.10496156,0.15939177,29.57315571,3.58635004,0.16195685,0.16195685,0.25020149,63.50499305,6.81945249
7600,5.17802526,0.10480177,0.10480177,0.15924788,29.49748888,3.58277404,0.16186067,0.16186067,0.25016785,63.46462692,6.81922727
7700,5.17849335,0.10466206,0.10466206,0.15912058,29.43175039,3.57984759,0.16177406,0.16177406,0.25013533,63.43163723,6.81919631
7800,5.17886864,0.10450418,0.10450418,0.15895842,29.35990338,3.57642864,0.16167712,0.16167712,0.25007389,63.39918376,6.81886753
7900,5.17882429,0.10435458,0.10435458,0.15881612,29.29085758,3.57299245,0.16156973,0.16156973,0.25000600,63.35270032,6.81757505
8000,5.17875453,0.10420030,0.10420030,0.15866890,29.21875472,3.56952434,0.16146970,0.16146970,0.24994612,63.31374578,6.81672097
8100,5.17925726,0.10404290,0.10404290,0.15850435,29.14731616,3.56577418,0.16138337,0.16138337,0.24990603,63.28172051,6.81650713
8200,5.17975395,0.10389897,0.10389897,0.15835922,29.08415592,3.56245586,0.16129316,0.16129316,0.24985303,63.24816537,6.81605733
8300,5.18009177,0.10375507,0.10375507,0.15821281,29.02207470,3.55896507,0.16119428,0.16119428,0.24978697,63.20635143,6.81493957
8400,5.18030593,0.10361586,0.10361586,0.15807068,28.96247709,3.55562032,0.16110143,0.16110143,0.24972413,63.17088275,6.81416407
8500,5.18092001,0.10347553,0.10347553,0.15792958,28.90114217,3.55225934,0.16099211,0.16099211,0.24963525,63.12301239,6.81250034
8600,5.18119798,0.10333748,0.10333748,0.15779202,28.83894446,3.54886658,0.16086666,0.16086666,0.24952264,63.06256118,6.80995868
8700,5.18065657,0.10318910,0.10318910,0.15763498,28.77437152,3.54506625,0.16075017,0.16075017,0.24941966,63.00976176,6.80796773
8800,5.18091339,0.10304973,0.10304973,0.15749428,28.71062122,3.54155079,0.16063877,0.16063877,0.24933041,62.95539877,6.80586417
8900,5.18068304,0.10290687,0.10290687,0.15733023,28.64979163,3.53795216,0.16053501,0.16053501,0.24923729,62.90514626,6.80423380
9000,5.18091678,0.10276760,0.10276760,0.15718236,28.58886228,3.53439519,0.16042190,0.16042190,0.24913694,62.84796904,6.80186655
9100,5.18075953,0.10262913,0.10262913,0.15702707,28.53082208,3.53082140,0.16031710,0.16031710,0.24903931,62.79804949,6.80001417
9200,5.18120348,0.10249561,0.10249561,0.15688047,28.47289170,3.52741264,0.16022537,0.16022537,0.24896160,62.75836717,6.79880387
9300,5.18155771,0.10407149,0.10407149,0.15829960,29.09462537,3.55337087,0.16147595,0.16147595,0.24956623,63.05478577,6.80479965
9400,5.18129251,0.10403957,0.10403957,0.15828908,29.06869042,3.55336527,0.16137781,0.16137781,0.24948538,63.00584079,6.80268328
9500,5.18083079,0.10393840,0.10393840,0.15818098,29.01469466,3.55073673,0.16126230,0.16126230,0.24938873,62.94272653,6.80012714
9600,5.18057554,0.10382809,0.10382809,0.15805035,28.95990481,3.54797286,0.16116256,0.16116256,0.24930214,62.89633342,6.79866268
9700,5.18038401,0.10370961,0.10370961,0.15792176,28.90181238,3.54493446,0.16105685,0.16105685,0.24921274,62.84447746,6.79683918
9800,5.18062179,0.10359896,0.10359896,0.15780527,28.85204677,3.54222484,0.16097949,0.16097949,0.24916922,62.81157387,6.79617647
9900,5.18049868,0.10347476,0.10347476,0.15766770,28.79334534,3.53907052,0.16089294,0.16089294,0.24911120,62.77065673,6.79508941
10000,5.18052449,0.10335168,0.10335168,0.15753126,28.73737168,3.53600891,0.16081031,0.16081031,0.24905410,62.73353452,6.79419365
10100,5.18011027,0.10323153,0.10323153,0.15740299,28.68299985,3.53283757,0.16072632,0.16072632,0.24899881,62.69539628,6.79317529
10200,5.17972099,0.10310792,0.10310792,0.15727022,28.62671158,3.52964901,0.16065078,0.16065078,0.24895413,62.66243347,6.79248992
10300,5.17995464,0.10298161,0.10298161,0.15713500,28.56982703,3.52642684,0.16056958,0.16056958,0.24889875,62.62919863,6.79164804
10400,5.18026697,0.10286368,0.10286368,0.15700695,28.52056401,3.52347500,0.16048846,0.16048846,0.24883786,62.59644024,6.79064701
10500,5.18007971,0.10274292,0.10274292,0.15687611,28.46661403,3.52036907,0.16040573,0.16040573,0.24877780,62.55854928,6.78947394
10600,5.18001973,0.10262699,0.10262699,0.15675485,28.41459347,3.51739860,0.16032283,0.16032283,0.24871236,62.52456306,6.78839197
10700,5.18050204,0.10251596,0.10251596,0.15664370,28.36683679,3.51466593,0.16024846,0.16024846,0.24866737,62.49293528,6.78738740
10800,5.18015833,0.10239826,0.10239826,0.15651163,28.31436989,3.51161331,0.16017290,0.16017290,0.24861095,62.45978543,6.78650121
10900,5.18052994,0.10228239,0.10228239,0.15638573,28.26547217,3.50858694,0.16010459,0.16010459,0.24856886,62.43043046,6.78576348
11000,5.18008989,0.10216980,0.10216980,0.15627019,28.21537972,3.50566503,0.16003441,0.16003441,0.24852749,62.39809339,6.78494570
11100,5.18007410,0.10205598,0.10205598,0.15614634,28.16522618,3.50276980,0.15996737,0.15996737,0.24848327,62.36827293,6.78427306
11200,5.18035583,0.10194382,0.10194382,0.15602807,28.11691290,3.49995115,0.15990420,0.15990420,0.24844635,62.34189233,6.78369559
11300,5.17987356,0.10182635,0.10182635,0.15589163,28.06474247,3.49680441,0.15983350,0.15983350,0.24839081,62.30847053,6.78281082
11400,5.17975261,0.10171339,0.10171339,0.15576487,28.01424077,3.49380953,0.15976482,0.15976482,0.24834226,62.27712952,6.78189780
11500,5.17955265,0.10160362,0.10160362,0.15564462,27.96603529,3.49097997,0.15969198,0.15969198,0.24828622,62.24229702,6.78070526
11600,5.17937064,0.10149628,0.10149628,0.15553063,27.91910051,3.48815701,0.15961755,0.15961755,0.24822929,62.20545054,6.77938294
11700,5.17960555,0.10139445,0.10139445,0.15542031,27.87769149,3.48558402,0.15955025,0.15955025,0.24817385,62.17672379,6.77842487
11800,5.17926031,0.10129090,0.10129090,0.15530427,27.83375109,3.48286982,0.15948337,0.15948337,0.24812091,62.14678067,6.77749860
11864,5.17902018,0.10122535,0.10122535,0.15523550,27.80770934,3.48114938,0.15943472,0.15943472,0.24808060,62.12414198,6.77654957
