['1525773770', '1525976921', '1562553370', '1562553603', '1525826961', '1525826704', '1525842113']
['1568770132', '1568771260', '1526063143', '1525868593', '1542134411', '1525943237', '1525805369']
['1568771260', '1526063143', '1525868593', '1525783690', '1568770132', '1568770976', '1542134411']
['1542134411', '1568770132', '1568771260', '1526063143', '1525943237', '1525805369', '1525819479']
['1569719110', '1569719891', '1526020667', '1542077085', '1525857726', '1525860506', '1525853520']
['1569719891', '1526020667', '1542077085', '1562549209', '1569719110', '1525857726', '1525860506']
['1568770976', '1568771260', '1526063143', '1525868593', '1525882557', '1525938442', '1526063224']
['1542125505', '1542124799', '1542136956', '1542125441', '1542134343', '1542136867', '1542129438']
['1542125505', '1542124799', '1542136956', '1542125441', '1542136867', '1542134343', '1542129438']
['1525911451', '1526063763', '1570007429', '1570006868', '1526026916', '1570006181', '1570007628']
['1526026916', '1525911451', '1526063763', '1570007429', '1570006181', '1570007628', '1526039815']
['1525882571', '1570007118', '1570006146', '1525892047', '1570008122', '1570006867', '1570009189']
['1570005731', '1568770684', '1568771506', '1525940647', '1570005690', '1542124990', '1542117459']
['1568770684', '1568771506', '1525940647', '1525941702', '1570005731', '1570005690', '1542124990']
['1568771506', '1525940647', '1525941702', '1542119314', '1568770684', '1570005731', '1570005690']
['1525953479', '1568769925', '1568771114', '1526063503', '1568771467', '1525828290', '1568770008']
['1568770008', '1568771467', '1525953479', '1568769925', '1525934142', '1525795748', '1526026738']
['1568771467', '1525953479', '1568769925', '1568771114', '1568770008', '1525934142', '1525795748']
['1568769925', '1568771114', '1526063503', '1526061245', '1525953479', '1568771467', '1525828290']
['1526066717', '1568770838', '1568770274', '1525822182', '1525822182', '1568770274', '1568770838']
['1568770838', '1568770274', '1525822182', '1526066717', '1526066717', '1568770992', '1525822182']
['1568770274', '1525822182', '1526066717', '1568770838', '1568770838', '1562330928', '1526066717']
['1562330928', '1568770274', '1525822182', '1526066717', '1562329898', '1542133552', '1542130104']
['1525822182', '1526066717', '1568770838', '1568770274', '1568770274', '1568770838', '1562330928']
['1542136805', '1542124630', '1542135218', '1570714630', '1570790011', '1570789889', '1542119306']
['1526064727', '1525823098', '1542177864', '1542174740', '1561825343', '1561825014', '1526001314']
['1570013296', '1570012500', '1525883937', '1561825500', '1542156185', '1542160210', '1542156792']
['1542135218', '1570714630', '1542121883', '1570789951', '1542124630', '1542136805', '1542128813']
['1570790011', '1542136805', '1542124630', '1542135218', '1570789889', '1542119306', '1525805250']
['1542124630', '1542135218', '1570714630', '1542121883', '1542136805', '1542128813', '1570790011']
['1525823098', '1542177864', '1542174740', '1542158609', '1526064727', '1561825343', '1561825014']
['1542177864', '1542174740', '1542158609', '1542169044', '1525823098', '1526064727', '1561825343']
['1568770838', '1568770274', '1525822182', '1526066717', '1526066717', '1525822182', '1568770274']
['1526063293', '1525836021', '1525952444', '1525892203', '1525892203', '1525952444', '1525836021']
['1542135266', '1526027075', '1542134353', '1542127745', '1570005656', '1570007214', '1547692500']
['1525836021', '1525952444', '1525892203', '1526063293', '1526063293', '1525953280', '1525892203']
['1570005656', '1542135266', '1526027075', '1542134353', '1570007214', '1547692500', '1526000542']
['1526061285', '1525953280', '1525836021', '1525952444', '1525783001', '1567660784', '1567660271']
['1525953280', '1525836021', '1525952444', '1525892203', '1526061285', '1525783001', '1567660784']
['1525952444', '1525892203', '1526063293', '1525836021', '1525836021', '1526063293', '1525953280']
['1525892203', '1526063293', '1525836021', '1525952444', '1525952444', '1525836021', '1526063293']
['1561809310', '1525819331', '1525938627', '1525879326', '1561808069', '1570009437', '1525934501']
['1525822130', '1542135264', '1561684626', '1561686919', '1525942671', '1526011939', '1525879326']
['1570005972', '1570007599', '1570008985', '1526061252', '1561808955', '1526027032', '1561808468']
['1561686919', '1525795657', '1526011503', '1568769951', '1561684626', '1542135264', '1525822130']
['1542135264', '1561684626', '1561686919', '1525795657', '1525822130', '1525819244', '1525942671']
['1561684626', '1561686919', '1525795657', '1526011503', '1542135264', '1525822130', '1525819244']
['1525836021', '1525952444', '1525892203', '1526063293', '1526063293', '1525892203', '1525952444']
['1525805170', '1525892334', '1526011581', '1526000324', '1526065483', '1525932374', '1525802976']
['1561808955', '1570005972', '1570007599', '1570008985', '1561808468', '1561808039', '1525911386']
['1526011581', '1526000324', '1526063668', '1525819244', '1525892334', '1525805170', '1526065483']
['1525892334', '1526011581', '1526000324', '1526063668', '1525805170', '1526065483', '1525932374']
['1525879326', '1526011939', '1525942671', '1525822130', '1525938627', '1525819331', '1561809310']
['1525938627', '1525879326', '1526011939', '1525942671', '1525819331', '1561809310', '1525882484']
['1525819244', '1542135264', '1561684626', '1561686919', '1525803021', '1526063668', '1562568032']
['1526000324', '1526063668', '1525819244', '1542135264', '1526011581', '1525882815', '1525892334']
['1525942671', '1525822130', '1542135264', '1561684626', '1526011939', '1525879326', '1525938627']
['1525952444', '1525892203', '1526063293', '1525836021', '1525836021', '1526063293', '1525892203']
['1525819331', '1525938627', '1525879326', '1526011939', '1561809310', '1525882484', '1561808069']
['1526063668', '1525819244', '1542135264', '1561684626', '1525934465', '1526000324', '1526050007']
['1525795657', '1526011503', '1568769951', '1568769889', '1561686919', '1561684626', '1542135264']
['1526011939', '1525942671', '1525822130', '1542135264', '1525879326', '1525938627', '1525819331']
['1570007727', '1570009437', '1561808069', '1561809310', '1570006675', '1570009441', '1542130416']
['1570009437', '1561808069', '1561809310', '1525819331', '1570007727', '1570006675', '1570009441']
['1526027032', '1570005972', '1570007599', '1570008985', '1526000599', '1526027399', '1525821881']
['1561808069', '1561809310', '1525819331', '1525938627', '1570009437', '1525934501', '1570007727']
['1526027399', '1526027032', '1570005972', '1570007599', '1568769627', '1525821930', '1568771545']
['1542002029', '1542000855', '1525829808', '1525932829', '1541998572', '1526050423', '1525954040']
['1568871389', '1526059713', '1525762867', '1525824092', '1568870430', '1525972478', '1526037223']
['1546596217', '1547141736', '1525771114', '1525972210', '1525929946', '1541626520', '1541632961']
['1525929946', '1546596217', '1547141736', '1525771114', '1541626520', '1541632961', '1525900268']
['1568870430', '1568871389', '1526059713', '1525762867', '1525972478', '1526037223', '1525973911']
['1542160668', '1542175558', '1526053255', '1525909342', '1526001173', '1525945028', '1525805982']
['1542175558', '1526053255', '1525909342', '1525830006', '1542160668', '1526001173', '1525945028']
['1526053255', '1525909342', '1525830006', '1525782289', '1542175558', '1542160668', '1526001173']
['1570012587', '1526028739', '1562579502', '1562579635', '1570013205', '1526067123', '1525829986']
['1570013327', '1526068773', '1525823010', '1525798551', '1570011028', '1561645482', '1561646402']
['1525806448', '1525837232', '1542165500', '1542163860', '1526062441', '1561824936', '1561825207']
['1526068773', '1525823010', '1525798551', '1570010520', '1570013327', '1570011028', '1561645482']
['1525823010', '1525798551', '1570010520', '1570012336', '1526068773', '1570013327', '1570011028']
['1525837232', '1542165500', '1542163860', '1542164257', '1525806448', '1526062441', '1561824936']
['1561645482', '1570011028', '1570013327', '1526068773', '1561646402', '1542158300', '1526062944']
['1525798707', '1525939065', '1542159880', '1542160480', '1525798808', '1526067692', '1542159432']
['1525939065', '1542159880', '1542160480', '1525879886', '1525798707', '1525798808', '1526067692']
['1525987863', '1525983893', '1569408105', '1569408064', '1525992612', '1525991972', '1525985717']
['1525883207', '1525937124', '1525893814', '1525820168', '1525804585', '1525880181', '1570013790']
['1526068564', '1525806080', '1525880063', '1525939736', '1525823901', '1525919724', '1542172965']
['1525880063', '1525939736', '1526068649', '1526028489', '1525806080', '1526068564', '1525823901']
['1525823901', '1526068564', '1525806080', '1525880063', '1525919724', '1542172965', '1542175186']
['1526028489', '1525820977', '1562579056', '1562579713', '1526068649', '1525939736', '1525880063']
['1542172965', '1525919724', '1525823901', '1526068564', '1542175186', '1525956882', '1525804268']
['1525919724', '1525823901', '1526068564', '1525806080', '1542172965', '1542175186', '1525956882']
['1526068649', '1526028489', '1525820977', '1562579056', '1525939736', '1525880063', '1525806080']
['1542175186', '1542172965', '1525919724', '1525823901', '1525956882', '1525804268', '1525870202']
['1525939736', '1526068649', '1526028489', '1525820977', '1525880063', '1525806080', '1526068564']
['1525806080', '1525880063', '1525939736', '1526068649', '1526068564', '1525823901', '1525919724']
['1525823329', '1526067480', '1570013429', '1570013210', '1525880416', '1525893560', '1525912462']
['1561647163', '1525938590', '1525883161', '1525837128', '1561647406', '1525823696', '1561646060']
['1525799235', '1526067731', '1569185526', '1525784394', '1525830379', '1525893556', '1526053135']
['1525893560', '1525823329', '1526067480', '1570013429', '1525912462', '1549406037', '1546982823']
['1525938590', '1525883161', '1525837128', '1525909252', '1561647163', '1561647406', '1525823696']
['1526067480', '1570013429', '1570013210', '1542174275', '1525823329', '1525880416', '1525893560']
['1570013210', '1542174275', '1542161744', '1542163789', '1570013429', '1526067480', '1525823329']
['1570013429', '1570013210', '1542174275', '1542161744', '1526067480', '1525823329', '1525880416']
['1542174275', '1542161744', '1542163789', '1542166200', '1570013210', '1570013429', '1526067480']
['1525930062', '1525899870', '1570003035', '1570004876', '1562014343', '1562602270', '1562602257']
['1525899870', '1570003035', '1570004876', '1526059082', '1525930062', '1562014343', '1562602270']
['1525883934', '1567657983', '1567657848', '1549350880', '1526013066', '1525945171', '1561645237']
['1567657983', '1567657848', '1549350880', '1542176286', '1525883934', '1526013066', '1525945171']
['1526028553', '1525782338', '1526040618', '1526051011', '1526062938', '1525806230', '1542169423']
['1570013779', '1525883194', '1525908438', '1526041311', '1570012517', '1525837436', '1526068024']
['1570012517', '1570013779', '1525883194', '1525908438', '1525837436', '1526068024', '1526012226']
['1526062353', '1568876946', '1568876416', '1561651712', '1526001539', '1525880464', '1561651834']
['1570012904', '1570012934', '1525939397', '1526053388', '1525935846', '1525880297', '1525936300']
['1541635867', '1541632434', '1526019272', '1525859865', '1525859686', '1541631900', '1541642566']
['1525890624', '1525998955', '1525942394', '1570002336', '1525998148', '1525763634', '1570005260']
['1550815658', '1547325201', '1550265176', '1542165502', '1547694360', '1549715933', '1546777913']
['1542177456', '1570012124', '1570011237', '1525837661', '1570011269', '1570012139', '1525912825']
['1570012139', '1570011269', '1542177456', '1570012124', '1525912825', '1570012846', '1570009581']
['1570011269', '1542177456', '1570012124', '1570011237', '1570012139', '1525912825', '1570012846']
['1525981950', '1525851803', '1570004063', '1570003288', '1562604025', '1562604220', '1562603452']
['1562604025', '1525981950', '1525851803', '1570004063', '1562604220', '1562603452', '1562604465']
['1541629047', '1570001433', '1570002666', '1525909437', '1526084148', '1570005509', '1570004812']
['1525851803', '1570004063', '1570003288', '1561701944', '1525981950', '1562604025', '1562604220']
['1526084148', '1541629047', '1570001433', '1570002666', '1570005509', '1570004812', '1525866560']
['1570004063', '1570003288', '1561701944', '1526059777', '1525851803', '1525981950', '1562604025']
['1570003288', '1561701944', '1526059777', '1526059207', '1570004063', '1525851803', '1525981950']
['1526067770', '1526001467', '1570012085', '1570011103', '1525823848', '1526040930', '1525823323']
['1526053243', '1538356832', '1538644256', '1525920329', '1525956280', '1525920544', '1526028994']
['1570009797', '1570013421', '1526052929', '1525907801', '1525908060', '1570012023', '1570010576']
['1526012800', '1525806105', '1570009741', '1570009597', '1526053244', '1561647140', '1561651844']
['1546240572', '1550682770', '1525770682', '1561701874', '1541637909', '1541626133', '1541626317']
['1526008294', '1541641608', '1541644973', '1541640975', '1541643206', '1541643301', '1541630402']
['1541643206', '1526008294', '1541641608', '1541644973', '1541643301', '1541630402', '1541635678']
['1526084051', '1525850483', '1570004636', '1570003786', '1541641052', '1570005490', '1570001995']
['1570005490', '1541641052', '1526084051', '1525850483', '1570001995', '1561702002', '1570002822']
['1570001995', '1570005490', '1541641052', '1526084051', '1561702002', '1570002822', '1570001232']
['1541641052', '1526084051', '1525850483', '1570004636', '1570005490', '1570001995', '1561702002']
['1570003124', '1525998453', '1525763522', '1526029829', '1570002167', '1525890166', '1562602177']
['1561701944', '1526059777', '1526059207', '1561703061', '1570003288', '1570004063', '1525851803']
['1568870531', '1568870831', '1561704082', '1525778796', '1541631059', '1541630722', '1570004161']
['1526059777', '1526059207', '1561703061', '1562604635', '1561701944', '1570003288', '1570004063']
['1541631059', '1568870531', '1568870831', '1561704082', '1541630722', '1570004161', '1570003747']
['1526059207', '1561703061', '1562604635', '1562603722', '1526059777', '1561701944', '1570003288']
['1570010598', '1526012612', '1526051206', '1526028351', '1570013138', '1525781770', '1542157562']
['1570013138', '1570010598', '1526012612', '1526051206', '1525781770', '1542157562', '1525933299']
['1525798719', '1525908096', '1570011751', '1570010703', '1570012267', '1570009831', '1561650864']
['1570002749', '1570003371', '1525941144', '1525935090', '1525942035', '1572048150', '1572232104']
['1570002883', '1541645039', '1541633356', '1561818834', '1570005493', '1525858285', '1570004428']
['1525912887', '1561826035', '1526051144', '1526028693', '1525798692', '1525784602', '1525831055']
['1526051144', '1526028693', '1525879984', '1525806370', '1561826035', '1525912887', '1525798692']
['1526028693', '1525879984', '1525806370', '1570010574', '1526051144', '1561826035', '1525912887']
['1561826035', '1526051144', '1526028693', '1525879984', '1525912887', '1525798692', '1525784602']
['1570010209', '1570010586', '1561648698', '1561648965', '1526028694', '1525823515', '1561650882']
['1570010586', '1561648698', '1561648965', '1526068506', '1570010209', '1526028694', '1525823515']
['1568871109', '1525930312', '1570002980', '1570004086', '1568871220', '1568871162', '1568871016']
['1525930312', '1570002980', '1570004086', '1570005363', '1541636145', '1568871109', '1568871220']
['1526059292', '1526008827', '1526008266', '1541633099', '1570515309', '1570551264', '1562602750']
['1525877195', '1526028289', '1526059800', '1525824148', '1562602005', '1561706907', '1562604715']
['1562602005', '1525877195', '1526028289', '1526059800', '1562604715', '1562602763', '1562601730']
['1525805895', '1525937051', '1568520595', '1570012725', '1525936092', '1570012604', '1570013773']
['1525937051', '1568520595', '1570012725', '1570013215', '1525805895', '1525936092', '1570012604']
['1542161699', '1525804214', '1542177830', '1542160631', '1542158605', '1538603501', '1538878898']
['1542177830', '1542160631', '1526040609', '1562580186', '1525804214', '1542161699', '1526064845']
['1525804214', '1542177830', '1542160631', '1526040609', '1542161699', '1526064845', '1542158605']
['1541627089', '1570001664', '1570001337', '1541635658', '1541644884', '1541644883', '1541625892']
['1570001664', '1570001337', '1541635658', '1525921917', '1541627089', '1541644884', '1541644883']
['1570003917', '1525950298', '1525972686', '1541643140', '1570005014', '1525982469', '1525974131']
['1570004034', '1570004985', '1570004743', '1570001564', '1525890421', '1541631079', '1541630275']
['1570004985', '1570004743', '1570001564', '1562602125', '1570004034', '1525890421', '1541631079']
['1570005014', '1570003917', '1525950298', '1525972686', '1525982469', '1525974131', '1570002157']
['1525912413', '1526068755', '1525830148', '1525944682', '1526053480', '1542169445', '1542162901']
['1541637306', '1563965479', '1563965815', '1541643966', '1525974192', '1525771196', '1541628811']
['1563965479', '1563965815', '1541643966', '1541629795', '1541637306', '1525974192', '1525771196']
['1525936786', '1526029194', '1525912299', '1525822745', '1561651703', '1525822745', '1525912299']
['1568904958', '1525869498', '1526029194', '1525912299', '1526068685', '1570009811', '1570011981']
['1526029194', '1525912299', '1525822745', '1525936786', '1525936786', '1525869498', '1561651703']
['1525822745', '1525936786', '1526029194', '1525912299', '1525912299', '1526029194', '1525936786']
['1525912299', '1525822745', '1525936786', '1526029194', '1526029194', '1525936786', '1525869498']
['1525869498', '1526029194', '1525912299', '1525822745', '1568904958', '1562150076', '1526068685']
['1568904958', '1525869498', '1526029194', '1525912299', '1570009811', '1526068685', '1570011981']
['1525869498', '1526029194', '1525912299', '1525822745', '1568904958', '1562150076', '1570009811']
['1542162926', '1525933119', '1525937091', '1526062115', '1542159729', '1542175183', '1542164601']
['1526044608', '1562191112', '1542046918', '1542046644', '1525978944', '1562551896', '1562551815']
['1525978944', '1526044608', '1562191112', '1542046918', '1562551896', '1562551815', '1525829506']
['1562551896', '1525978944', '1526044608', '1562191112', '1562551815', '1525829506', '1525817538']
['1562191112', '1542046918', '1542046644', '1525759856', '1526044608', '1525978944', '1562551896']
['1525759856', '1568760761', '1568760275', '1562552184', '1542046644', '1542046918', '1562191112']
['1542046644', '1525759856', '1568760761', '1568760275', '1542046918', '1562191112', '1526044608']
['1542046918', '1542046644', '1525759856', '1568760761', '1562191112', '1526044608', '1525978944']
['1541632089', '1525972742', '1525763345', '1570003783', '1541630252', '1541627650', '1541628780']
['1541629795', '1541631698', '1541629820', '1563965811', '1541643966', '1563965815', '1563965479']
['1541643966', '1541629795', '1541631698', '1541629820', '1563965815', '1563965479', '1541637306']
['1561648176', '1561650821', '1561647133', '1561646639', '1525908669', '1525936716', '1570013778']
['1561650821', '1561647133', '1561646639', '1525820603', '1561648176', '1525908669', '1525936716']
['1561647133', '1561646639', '1525820603', '1562580584', '1561650821', '1561648176', '1525908669']
['1525920523', '1525936716', '1525908669', '1561648176', '1561824649', '1561826084', '1561645660']
['1525936716', '1525908669', '1561648176', '1561650821', '1570013778', '1525920523', '1570013614']
['1525908669', '1561648176', '1561650821', '1561647133', '1525936716', '1570013778', '1525920523']
['1525936716', '1525908669', '1561648176', '1561650821', '1570013778', '1525920523', '1561824649']
['1567649851', '1567650109', '1567649763', '1541951926', '1541953465', '1541946034', '1525886415']
['1541953465', '1567649851', '1567650109', '1567649763', '1541946034', '1525886415', '1569993139']
['1541946034', '1541953465', '1567649851', '1567650109', '1525886415', '1569993139', '1569993569']
['1541950389', '1541939658', '1541941236', '1541951250', '1562045881', '1562046076', '1550813944']
['1562046076', '1562045881', '1541950389', '1541939658', '1550813944', '1541943681', '1541950836']
['1541939658', '1541941236', '1541951250', '1541948580', '1541950389', '1562045881', '1562046076']
['1550813944', '1562046076', '1562045881', '1541950389', '1541943681', '1541950836', '1541945495']
['1562045881', '1541950389', '1541939658', '1541941236', '1562046076', '1550813944', '1541943681']
['1525915924', '1526043970', '1525828046', '1525886687', '1541954224', '1541940272', '1541947843']
['1541951250', '1541948580', '1526043970', '1525828046', '1541941236', '1541939658', '1541950389']
['1541954224', '1525915924', '1526043970', '1525828046', '1541940272', '1541947843', '1541952330']
['1541948580', '1526043970', '1525828046', '1525886687', '1541951250', '1541941236', '1541939658']
['1541941236', '1541951250', '1541948580', '1526043970', '1541939658', '1541950389', '1562045881']
['1541940272', '1541954224', '1525915924', '1526043970', '1541947843', '1541952330', '1562045392']
['1525846134', '1569993907', '1569993654', '1525903786', '1569993464', '1569994126', '1526004627']
['1569993464', '1525846134', '1569993907', '1569993654', '1569994126', '1526004627', '1526015457']
['1525886415', '1541946034', '1541953465', '1567649851', '1569993139', '1569993569', '1562045717']
['1526015693', '1562046083', '1562046112', '1526023566', '1526072399', '1526043748', '1541940283']
['1542135264', '1561684626', '1561686919', '1525795657', '1525822130', '1525819244', '1526063668']
['1542159651', '1525894186', '1525939002', '1542170553', '1542178423', '1525837163', '1525937460']
['1525819244', '1542135264', '1561684626', '1561686919', '1526063668', '1525934465', '1526000324']
['1542178423', '1542159651', '1525894186', '1525939002', '1525837163', '1525937460', '1526029116']
['1525908754', '1570012098', '1570011266', '1542159230', '1525912260', '1542178721', '1551097065']
['1542178721', '1525912260', '1525908754', '1570012098', '1551097065', '1545776747', '1525870050']
['1525912260', '1525908754', '1570012098', '1570011266', '1542178721', '1551097065', '1545776747']
['1572037970', '1572037956', '1541939211', '1541947178', '1568867692', '1525946358', '1525915653']
['1526043790', '1525758905', '1568867313', '1568867960', '1562045844', '1525955473', '1539182409']
['1525955473', '1526043790', '1525758905', '1568867313', '1539037971', '1525828009', '1525978046']
['1525816818', '1525828009', '1525955473', '1526043790', '1541948457', '1541946259', '1541941820']
['1562045508', '1525758905', '1568867313', '1568867960', '1562045945', '1567650116', '1567649852']
['1525828009', '1525955473', '1526043790', '1525758905', '1525978046', '1525816818', '1562045798']
