,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
2700,5.17924906,0.13036308,0.13036308,0.18498923,40.86173712,4.14307672,0.16782643,0.16782643,0.24409172,62.74714481,6.39900068
2800,5.17844895,0.12910318,0.12910318,0.18378714,40.29643863,4.11666008,0.16697227,0.16697227,0.24361165,62.42525617,6.39386777
2900,5.17828458,0.13249705,0.13249705,0.18623462,41.48101160,4.16208142,0.17036819,0.17036819,0.24471470,62.82045404,6.41007566
3000,5.17870215,0.13696189,0.13696189,0.19104232,43.55861361,4.23537090,0.17463019,0.17463019,0.24742783,63.95090586,6.45264786
3100,5.17811057,0.13603607,0.13603607,0.19032880,43.09721658,4.22215251,0.17403215,0.17403215,0.24741268,63.88156099,6.46316465
3200,5.17890351,0.13494566,0.13494566,0.18931342,42.59303606,4.20188153,0.17347801,0.17347801,0.24744798,63.85294537,6.47620653
3300,5.17971571,0.13386135,0.13386135,0.18828868,42.08532891,4.18091106,0.17296987,0.17296987,0.24750768,63.83679036,6.48955430
3400,5.17999521,0.13280916,0.13280916,0.18729583,41.60226369,4.16027562,0.17245994,0.17245994,0.24753760,63.78602596,6.50024719
3500,5.18023325,0.13175377,0.13175377,0.18624456,41.11615788,4.13857725,0.17197106,0.17197106,0.24753988,63.73936843,6.51054181
3600,5.17990969,0.13074821,0.13074821,0.18522689,40.65589362,4.11787985,0.17153052,0.17153052,0.24756353,63.71651953,6.52123172
3700,5.18054945,0.12981094,0.12981094,0.18432267,40.22936173,4.09870141,0.17109756,0.17109756,0.24757596,63.67821259,6.53017594
3800,5.18060446,0.12890384,0.12890384,0.18342711,39.81792730,4.07972069,0.17070248,0.17070248,0.24761449,63.64515593,6.53963021
3900,5.18139287,0.12803832,0.12803832,0.18257217,39.42546635,4.06175585,0.17033827,0.17033827,0.24766589,63.62289860,6.54875567
4000,5.18092676,0.12719743,0.12719743,0.18173286,39.04291659,4.04396118,0.16998340,0.16998340,0.24769208,63.60013320,6.55754648
4100,5.18054115,0.12964520,0.12964520,0.18360976,40.10411491,4.07740998,0.17233346,0.17233346,0.24863325,64.32451425,6.57404765
4200,5.18094578,0.12891027,0.12891027,0.18294177,39.77076691,4.06431178,0.17197570,0.17197570,0.24863885,64.31868496,6.58272840
4300,5.18185137,0.12815143,0.12815143,0.18219086,39.43306221,4.04929114,0.17161083,0.17161083,0.24860907,64.30851055,6.59056702
4400,5.18224810,0.12740569,0.12740569,0.18144760,39.09860568,4.03421377,0.17125924,0.17125924,0.24858782,64.28773047,6.59764785
4500,5.18142329,0.12665970,0.12665970,0.18069291,38.76546640,4.01866838,0.17092325,0.17092325,0.24858099,64.26005364,6.60469314
4600,5.17941019,0.12594328,0.12594328,0.17997240,38.44888610,4.00359238,0.17060677,0.17060677,0.24859260,64.23413928,6.61150031
4700,5.17935898,0.12525937,0.12525937,0.17930061,38.14197956,3.98943869,0.17028618,0.17028618,0.24857330,64.19932190,6.61725488
4800,5.17898863,0.12460329,0.12460329,0.17865804,37.85039330,3.97567429,0.16993462,0.16993462,0.24849787,64.12722792,6.62024891
4900,5.17857341,0.12395879,0.12395879,0.17800347,37.56538811,3.96203157,0.16961114,0.16961114,0.24842073,64.07410457,6.62421593
5000,5.17872109,0.12334269,0.12334269,0.17738158,37.29529409,3.94922288,0.16928284,0.16928284,0.24832227,64.01082557,6.62711408
5100,5.17865712,0.12274015,0.12274015,0.17676573,37.03329647,3.93648694,0.16899921,0.16899921,0.24826909,63.97998714,6.63183733
5200,5.17825920,0.12217483,0.12217483,0.17621905,36.78271898,3.92470680,0.16872188,0.16872188,0.24824303,63.93199771,6.63533093
5300,5.17871054,0.12161662,0.12161662,0.17567057,36.53577258,3.91272247,0.16841912,0.16841912,0.24816365,63.86111075,6.63716966
5400,5.17808589,0.12226656,0.12226656,0.17620855,36.87189431,3.91979647,0.16915694,0.16915694,0.24854306,64.11398215,6.64378604
5500,5.17860165,0.12183970,0.12183970,0.17584090,36.67899996,3.91239704,0.16894266,0.16894266,0.24856489,64.09309272,6.64831679
5600,5.17863565,0.12134709,0.12134709,0.17534926,36.46027236,3.90235015,0.16867594,0.16867594,0.24850070,64.03701270,6.65091958
5700,5.17871616,0.12084854,0.12084854,0.17484086,36.23756047,3.89189646,0.16840661,0.16840661,0.24842472,63.97698752,6.65291407
5800,5.17876162,0.12036515,0.12036515,0.17436048,36.02328758,3.88165813,0.16815480,0.16815480,0.24837729,63.92111972,6.65507267
5900,5.17848510,0.11987865,0.11987865,0.17386444,35.80622961,3.87100320,0.16791273,0.16791273,0.24833112,63.86533143,6.65730883
6000,5.17855686,0.11943129,0.11943129,0.17341845,35.61237475,3.86153325,0.16766798,0.16766798,0.24826362,63.81071139,6.65901646
6100,5.17892038,0.11900088,0.11900088,0.17299826,35.42147172,3.85260555,0.16746890,0.16746890,0.24825803,63.78291014,6.66245259
6200,5.17823049,0.11855999,0.11855999,0.17255640,35.22424445,3.84298474,0.16725659,0.16725659,0.24823114,63.73546029,6.66475436
6300,5.17793536,0.11812394,0.11812394,0.17210796,35.02841687,3.83353862,0.16705655,0.16705655,0.24820400,63.69779732,6.66751817
6400,5.17771699,0.11771930,0.11771930,0.17170642,34.85059097,3.82473253,0.16686632,0.16686632,0.24819121,63.65758668,6.67001112
6500,5.17726170,0.11732343,0.11732343,0.17131021,34.67729030,3.81616987,0.16667414,0.16667414,0.24816013,63.62003869,6.67223124
6600,5.17707718,0.11692922,0.11692922,0.17090564,34.50632980,3.80763657,0.16648228,0.16648228,0.24812026,63.58351559,6.67421741
6700,5.17685762,0.11654829,0.11654829,0.17051871,34.33735067,3.79925397,0.16627914,0.16627914,0.24805627,63.52516109,6.67509465
6800,5.17710340,0.11618153,0.11618153,0.17013914,34.17920463,3.79139188,0.16610362,0.16610362,0.24802229,63.48693293,6.67704634
6900,5.17743241,0.11582606,0.11582606,0.16978451,34.02400531,3.78377580,0.16591890,0.16591890,0.24797492,63.43800415,6.67813496
7000,5.17711877,0.11546083,0.11546083,0.16940717,33.86219501,3.77564520,0.16573359,0.16573359,0.24791977,63.38689341,6.67925300
7100,5.17689910,0.11512505,0.11512505,0.16907079,33.71683829,3.76858094,0.16556570,0.16556570,0.24788361,63.34913003,6.68068380
7200,5.17645418,0.11478811,0.11478811,0.16872569,33.56965194,3.76106874,0.16540908,0.16540908,0.24786078,63.31135635,6.68244675
7300,5.17645184,0.11445367,0.11445367,0.16836978,33.42444331,3.75370693,0.16523560,0.16523560,0.24779453,63.26483654,6.68331180
7400,5.17643269,0.11413139,0.11413139,0.16803374,33.28465215,3.74650777,0.16507839,0.16507839,0.24774883,63.22862224,6.68469087
7500,5.17671777,0.11382250,0.11382250,0.16771676,33.15194562,3.74004186,0.16493107,0.16493107,0.24770968,63.20349634,6.68643821
7600,5.17715370,0.11351222,0.11351222,0.16739972,33.01337766,3.73315979,0.16478621,0.16478621,0.24768044,63.16953698,6.68793299
7700,5.17768223,0.11322089,0.11322089,0.16711362,32.88723925,3.72693098,0.16464744,0.16464744,0.24765687,63.14260034,6.68939320
7800,5.17810008,0.11292690,0.11292690,0.16681035,32.75990808,3.72038902,0.16450754,0.16450754,0.24762619,63.11017398,6.69061369
7900,5.17774814,0.11264199,0.11264199,0.16651703,32.63490784,3.71412218,0.16439407,0.16439407,0.24762600,63.10095149,6.69298862
8000,5.17739659,0.11236059,0.11236059,0.16622379,32.51548952,3.70781106,0.16428318,0.16428318,0.24762427,63.08836259,6.69535419
8100,5.17755280,0.11208464,0.11208464,0.16592908,32.39741202,3.70165318,0.16417140,0.16417140,0.24761393,63.07475305,6.69747842
8200,5.17730555,0.11182264,0.11182264,0.16566507,32.28693072,3.69589745,0.16407119,0.16407119,0.24762603,63.06569370,6.69990204
8300,5.17712191,0.11156077,0.11156077,0.16539592,32.17403318,3.68995822,0.16396704,0.16396704,0.24763365,63.04657413,6.70163352
8400,5.17714021,0.11130673,0.11130673,0.16513584,32.06710936,3.68446745,0.16386826,0.16386826,0.24763774,63.03627357,6.70373444
8500,5.17702287,0.11222095,0.11222095,0.16607920,32.62415363,3.70017035,0.16460372,0.16460372,0.24816175,63.44411085,6.70923082
8600,5.17688583,0.11201867,0.11201867,0.16590855,32.53411920,3.69668161,0.16439299,0.16439299,0.24799700,63.35229757,6.70535495
8700,5.17704839,0.11179890,0.11179890,0.16569874,32.43798708,3.69259566,0.16425601,0.16425601,0.24794017,63.31222935,6.70535101
8800,5.17770425,0.11158646,0.11158646,0.16549691,32.34742764,3.68855415,0.16416553,0.16416553,0.24795622,63.29758820,6.70719601
8900,5.17823411,0.11136694,0.11136694,0.16528518,32.25366987,3.68412451,0.16407030,0.16407030,0.24796736,63.27821389,6.70867209
9000,5.17830629,0.11114154,0.11114154,0.16505693,32.15567677,3.67937315,0.16398843,0.16398843,0.24799084,63.26753411,6.71072633
9100,5.17837129,0.11091071,0.11091071,0.16481263,32.05309317,3.67422462,0.16388698,0.16388698,0.24797677,63.24150832,6.71183485
9200,5.17908752,0.11069502,0.11069502,0.16459970,31.95866664,3.66967277,0.16378814,0.16378814,0.24796735,63.21860412,6.71290602
9300,5.17913308,0.11048245,0.11048245,0.16438363,31.86775947,3.66507087,0.16368399,0.16368399,0.24794069,63.19263991,6.71367455
9400,5.17930545,0.11026955,0.11026955,0.16416810,31.77482078,3.66044822,0.16356262,0.16356262,0.24788724,63.15347946,6.71340377
9500,5.17938762,0.11005481,0.11005481,0.16394314,31.68166332,3.65565279,0.16346292,0.16346292,0.24785793,63.13415080,6.71454013
9600,5.17961956,0.10984190,0.10984190,0.16372136,31.59004068,3.65083573,0.16336921,0.16336921,0.24783732,63.11755374,6.71575930
9700,5.18004851,0.10964755,0.10964755,0.16352683,31.50703903,3.64660422,0.16328085,0.16328085,0.24782637,63.10184478,6.71681665
9800,5.17978889,0.10943622,0.10943622,0.16330451,31.41221877,3.64162427,0.16317745,0.16317745,0.24779265,63.06959148,6.71714150
9900,5.18032770,0.10924147,0.10924147,0.16310977,31.32827726,3.63729547,0.16307972,0.16307972,0.24776242,63.04521472,6.71768119
10000,5.18030135,0.10904575,0.10904575,0.16290963,31.24212123,3.63291338,0.16300647,0.16300647,0.24776798,63.03666829,6.71935142
10100,5.17979463,0.10884521,0.10884521,0.16270039,31.15293246,3.62823212,0.16290450,0.16290450,0.24773402,63.00312049,6.71937103
10200,5.17971486,0.10865700,0.10865700,0.16251248,31.07114115,3.62397573,0.16282684,0.16282684,0.24773720,62.98584677,6.72050785
10300,5.17918708,0.10846001,0.10846001,0.16229413,30.98482228,3.61939406,0.16274990,0.16274990,0.24772290,62.97232341,6.72170880
10400,5.17944850,0.10827416,0.10827416,0.16209576,30.90412233,3.61521018,0.16266995,0.16266995,0.24770308,62.95532495,6.72264489
10500,5.17961931,0.10809387,0.10809387,0.16190692,30.82589721,3.61106904,0.16258438,0.16258438,0.24767810,62.93467297,6.72323217
10600,5.17967122,0.10790926,0.10790926,0.16171584,30.74379124,3.60668552,0.16249101,0.16249101,0.24764829,62.90210101,6.72314477
10700,5.17991894,0.10773402,0.10773402,0.16153454,30.66628625,3.60265120,0.16240425,0.16240425,0.24761853,62.87566151,6.72338892
10800,5.17939050,0.10755776,0.10755776,0.16134505,30.58832527,3.59851912,0.16233180,0.16233180,0.24760187,62.86372294,6.72446703
10900,5.17977438,0.10739886,0.10739886,0.16119075,30.51902622,3.59490509,0.16227039,0.16227039,0.24761050,62.85550343,6.72569721
11000,5.17981219,0.10722449,0.10722449,0.16100447,30.44383022,3.59079952,0.16222231,0.16222231,0.24763303,62.85730127,6.72777792
11100,5.17987816,0.10705846,0.10705846,0.16083203,30.37074007,3.58690817,0.16215674,0.16215674,0.24762546,62.84808415,6.72889658
11200,5.18015802,0.10688991,0.10688991,0.16065253,30.29879693,3.58291175,0.16208150,0.16208150,0.24760354,62.82782148,6.72938316
11300,5.17983598,0.10672785,0.10672785,0.16048581,30.22904835,3.57914478,0.16200218,0.16200218,0.24757661,62.80877104,6.72967730
11400,5.17973381,0.10656764,0.10656764,0.16031952,30.16203888,3.57535739,0.16193008,0.16193008,0.24755844,62.79101163,6.73015331
11500,5.17932192,0.10640266,0.10640266,0.16013885,30.09086207,3.57137893,0.16185811,0.16185811,0.24753468,62.77165691,6.73072030
11600,5.17902495,0.10624434,0.10624434,0.15996291,30.02395178,3.56760421,0.16179851,0.16179851,0.24752182,62.76380408,6.73189774
11700,5.17927593,0.10609151,0.10609151,0.15980353,29.95848031,3.56400915,0.16172269,0.16172269,0.24748933,62.74179800,6.73202837
11800,5.17887219,0.10593723,0.10593723,0.15963494,29.89212031,3.56040561,0.16165526,0.16165526,0.24746603,62.72376428,6.73250561
11864,5.17904623,0.10584285,0.10584285,0.15953695,29.85352607,3.55822350,0.16161958,0.16161958,0.24746492,62.71879322,6.73313796
